,고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교,보증금 전처리,매물 총액 전처리,방 갯수 전처리,월 임대료 전처리,관리비 전처리
1523,서울 성북구 00동,232.7 ,  개,  개,00 대, 만원, 310 , 00 ,합,-선택사항- ,-선택사항-     ,0,0,0,310,0
1524,서울 성북구 00동,270.12 ,  개,  개,00 대, 만원, 400 , 00 ,합,-선택사항- ,-선택사항-     ,0,0,0,400,0
1525,서울 양천구 00동,310 ,  개,  개,00 대,9000 만원, 360 , 100 ,2억,-선택사항- ,-선택사항-     ,9000,20000,0,360,100
1526,서울 중구 00동,330 , 33 개,  개,00 대,4000 만원, 250 , 없슴 ,16000,-선택사항- ,-선택사항-     ,4000,16000,33,250,0
1527,서울 강남구 강남구,148평 ,  개,  개,00 대,1억2천 만원, 950 , 00 ,5억5청,-선택사항- ,-선택사항-     ,12000,5500,0,950,0
1528,서울 강남구 강남구,118평 ,  개,  개,00 대, 만원, 530 , 00 ,2억8천,-선택사항- ,-선택사항-     ,0,28000,0,530,0
1529,서울 마포구 00동,392 ,  개,  개,00 대, 만원, 700 , 00 ,합,-선택사항- ,-선택사항-     ,0,0,0,700,0
1530,서울 양천구 00동,350 ,  개,  개,00 대, 만원, 370 , 00 ,2억1천,-선택사항- ,-선택사항-     ,0,21000,0,370,0
1531,서울 종로구 00동,400 , 54 개, 42 개,1 대,9000 만원, 580 , 60 ,19000,-선택사항- ,-선택사항-     ,9000,19000,54,580,60
1532,서울 종로구 00동,400 , 52 개, 42 개,1 대,9000 만원, 580 , 60 ,19000,-선택사항- ,-선택사항-     ,9000,19000,52,580,60
1533,서울 구로구 00동,330 , 40 개, 27 개,1 대,4000 만원, 340 , 50 ,17000,-선택사항- ,-선택사항-     ,4000,17000,40,340,50
1534,서울 중구 00동,500 , 45 개, 44 개,1 대,4000 만원, 450 , 20 ,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20
1535,서울 송파구 00동,330 , 38 개, 28 개,1 대,6000 만원, 430 , 00 ,19500,-선택사항- ,-선택사항-     ,6000,19500,38,430,0
1536,서울 관악구 00동,330 , 36 개, 25 개,00 대,4000 만원, 450 , 00 ,2억,-선택사항- ,-선택사항-     ,4000,20000,36,450,0
1537,서울 송파구 송파동,460 , 70 개, 00 개,1 대,6500 만원, 590 , 40 ,합1억5천,-선택사항- ,-선택사항-     ,6500,15000,70,590,40
1538,서울 동작구 동작동,440 , 25 개, 25 개,2 대,8천 만원, 280 , 21 ,합2억4천,-선택사항- ,-선택사항-     ,8000,24000,25,280,21
1539,서울 구로구 구로동,390 , 40 개, 26 개,2 대,4천 만원, 370 , 30 ,합1억7천,-선택사항- ,-선택사항-     ,4000,17000,40,370,30
1540,서울 구로구 구로동,500 , 40 개, 40 개,2 대,6500 만원, 570 , 50 ,합2억8천,-선택사항- ,-선택사항-     ,6500,28000,40,570,50
1541,서울 성동구 성수동,440 , 42 개, 42 개,1 대,4천 만원, 470 , 60 ,합3억3천,-선택사항- ,-선택사항-     ,4000,33000,42,470,60
1542,서울 종로구 종각,630 , 93 개, 43 개,00 대,2억 만원, 1350 , 00 ,권리금,-선택사항- ,-선택사항-     ,20000,0,93,1350,0
1543,서울 중구 동대문역,380 , 33 개, 33 개,00 대,5천 만원, 400 , 40 ,합2억7천,-선택사항- ,-선택사항-     ,5000,27000,33,400,40
1544,서울 강북구 00동,337 ,  개,  개,00 대,9000 만원, 170 , 50 ,1억5000,-선택사항- ,-선택사항-     ,9000,15000,0,170,50
1545,서울 강북구 00동,244 ,  개,  개,00 대,3000 만원, 346 , 포함 ,1억4000,-선택사항- ,-선택사항-     ,3000,14000,0,346,0
1546,서울 성북구 00동,287.41 ,  개,  개,00 대,3000 만원, 150 , 15 ,14000,-선택사항- ,-선택사항-     ,3000,14000,0,150,15
1547,서울 성북구 00동,1179.42 ,  개,  개,00 대,15000 만원, 1500 , 00 ,15000,-선택사항- ,-선택사항-     ,15000,15000,0,1500,0
1548,서울 동작구 00동,217 ,  개,  개,00 대,3000 만원, 200 , 00 ,6000,-선택사항- ,-선택사항-     ,3000,6000,0,200,0
1549,서울 성북구 00동,90폋 ,  개,  개,00 대,4000 만원, 220 , 00 ,9000,-선택사항- ,-선택사항-     ,4000,9000,0,220,0
1550,서울 성북구 안암동,607.91 , 50 개,  개,00 대,7000 만원, 640 , 70 ,1억5000,-선택사항- ,-선택사항-     ,7000,15000,50,640,70
1551,서울 강남구 00동,650 , 55 개, 15 개,5 대,1억 만원, 450 , 00 ,2억,-선택사항- ,-선택사항-     ,10000,20000,55,450,0
1552,서울 동작구 00동,. ,  개,  개,00 대, 만원, . , 00 ,2억2천,-선택사항- ,-선택사항-     ,0,22000,0,0,0
1553,서울 서초구 00동,404.23 , 53 개,  개,00 대,8500 만원, 470 , 46 ,24000,-선택사항- ,-선택사항-     ,8500,24000,53,470,46
1554,서울 구로구 00동,562 , 67 개, 40 개,00 대,6천 만원, 600 , 60 ,2억8천,-선택사항- ,-선택사항-     ,6000,28000,67,600,60
1555,서울 성동구 00동,376 , 40 개, 40 개,00 대,4천 만원, 470 , 60 ,3억3천,-선택사항- ,-선택사항-     ,4000,33000,40,470,60
1556,서울 동작구 00동,300 , 32 개, 32 개,00 대,4천 만원, 450 , 50 ,2억2천,-선택사항- ,-선택사항-     ,4000,22000,32,450,50
1557,서울 양천구 00동,430 , 35 개, 35 개,00 대,5천 만원, 490 , 50 ,4억,-선택사항- ,-선택사항-     ,5000,40000,35,490,50
1558,서울 구로구 00동,200 ,  개,  개,00 대, 만원, 160 , 없음 ,2500,-선택사항- ,-선택사항-     ,0,2500,0,160,0
1559,서울 성동구 00동,. , 53 개, . 개,. 대,. 만원, . , . ,1억6천5백,2호선 성수역,-선택사항-     ,0,16500,53,0,0
1560,서울 강동구 00동,. , 54 개, . 개,. 대,. 만원, . , . ,2억,5호선 강동역,-선택사항-     ,0,20000,54,0,0
1561,서울 강서구 00동,300 ,  개,  개,00 대, 만원, 290 , 00 ,1억5천,-선택사항- ,-선택사항-     ,0,15000,0,290,0
1562,서울 구로구 00동,320 , 29 개, 29 개,00 대,4천 만원, 300 , 00 ,2억6천,-선택사항- ,-선택사항-     ,4000,26000,29,300,0
1563,서울 동작구 00동,328 , 35 개, 35 개,00 대,1억5천 만원, 470 , 30 ,3억2천,-선택사항- ,-선택사항-     ,15000,32000,35,470,30
1564,서울 구로구 00동,462 , 41 개, 41 개,3 대,5천 만원, 420 , 30 ,4억1천,-선택사항- ,-선택사항-     ,5000,41000,41,420,30
1565,서울 동작구 00동,430 , 24 개, 24 개,00 대,8천 만원, 300 , 00 ,2억4천,-선택사항- ,-선택사항-     ,8000,24000,24,300,0
1566,서울 구로구 00동,280 , 35 개,  개,00 대,3천 만원, 350 , 00 ,1억5천,-선택사항- ,-선택사항-     ,3000,15000,35,350,0
1567,서울 마포구 00동,70평 ,  개,  개,00 대,5000 만원, 350 , 00 ,1억2천,-선택사항- ,-선택사항-     ,5000,12000,0,350,0
1568,서울 강남구 강남구 초,145평 ,  개,  개,00 대,9천 만원, 950 , 00 ,3억9천,-선택사항- ,-선택사항-     ,9000,39000,0,950,0
1569,서울 동작구 동작구,148평 ,  개,  개,00 대,6천 만원, 530 , 00 ,3억2천,-선택사항- ,-선택사항-     ,6000,32000,0,530,0
1570,서울 중구 00동,500 , 45 개, 44 개,00 대,4000 만원, 450 , 20 ,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20
1571,서울 영등포구 00동,330 , 35 개, 29 개,00 대,7000 만원, 380 , 00 ,15000,-선택사항- ,-선택사항-     ,7000,15000,35,380,0
1572,서울 송파구 00동,330 , 38 개, 28 개,1 대,6000 만원, 430 , 00 ,19500,-선택사항- ,-선택사항-     ,6000,19500,38,430,0
1573,서울 구로구 00동,300 , 32 개, 20 개,00 대,3500 만원, 300 , 00 ,1억4500,-선택사항- ,-선택사항-     ,3500,14500,32,300,0
1574,서울 영등포구 00동,370 , 40 개, 20 개,00 대,5000 만원, 400 , 00 ,1억6000,-선택사항- ,-선택사항-     ,5000,16000,40,400,0
1575,서울 서초구 00동,420 , 28 개, 28 개,00 대,7000 만원, 530 , 00 ,2억1000,-선택사항- ,-선택사항-     ,7000,21000,28,530,0
1576,서울 동작구 동작동,450 , 25 개, 25 개,1 대,8천 만원, 590 , 30 ,합2억4천,-선택사항- ,-선택사항-     ,8000,24000,25,590,30
1577,서울 중랑구 면목동,330 , 35 개, 17 개,1 대,5천 만원, 350 , 35 ,합1억2천,-선택사항- ,-선택사항-     ,5000,12000,35,350,35
1578,서울 강남구 도곡역,300 , 39 개, 0 개,1 대,3500 만원, 295 , 30 ,합7900,-선택사항- ,-선택사항-     ,3500,7900,39,295,30
1579,서울 송파구 송파동,500 , 59 개, 00 개,1 대,6천 만원, 590 , 30 ,합1억5천,-선택사항- ,-선택사항-     ,6000,15000,59,590,30
1580,서울 서초구 00동,. ,  개,  개,00 대, 만원, 상담 , 00 ,3억2천,-선택사항- ,-선택사항-     ,0,32000,0,0,0
1581,서울 양천구 신월동,330 , 42 개, 5 개,1 대,3천 만원, 315 , 30 ,합1억,-선택사항- ,-선택사항-     ,3000,10000,42,315,30
1582,서울 동작구 00동,420 , 36 개, 36 개,00 대,5000 만원, 400 , 00 ,2억2000,-선택사항- ,-선택사항-     ,5000,22000,36,400,0
1583,서울 성북구 00동,430 ,  개,  개,00 대, 만원, 450 , 00 ,합,-선택사항- ,-선택사항-     ,0,0,0,450,0
1584,서울 영등포구 00동,485.96 , 47 개,  개,없음 대,5000 만원, 400 , 20만원 ,16000,-선택사항- ,-선택사항-     ,5000,16000,47,400,20
1585,서울 강동구 성내동,. ,  개,  개,00 대,3000 만원, 200 , 00 ,8000,-선택사항- ,-선택사항-     ,3000,8000,0,200,0
1586,서울 동작구 00동,295 , 33 개,  개,00 대,4000 만원, 490 , 00 ,22000,-선택사항- ,-선택사항-     ,4000,22000,33,490,0
1587,서울 노원구 00동,283 ,  개,  개,00 대,4000 만원, 280 , 20 ,4000,-선택사항- ,-선택사항-     ,4000,4000,0,280,20
1588,서울 강남구 00동,고시원 , 36 개,  개,00 대,15000 만원, 1200 , 00 ,36000,-선택사항- ,-선택사항-     ,15000,36000,36,1200,0
1589,서울 서초구 00동,고시원 , 53 개,  개,가능 대,8500 만원, 520 , 46 ,22000,-선택사항- ,-선택사항-     ,8500,22000,53,520,46
1590,서울 강북구 00동,. ,  개,  개,00 대, 만원, 150 , 00 ,6500,-선택사항- ,-선택사항-     ,0,6500,0,150,0
1591,서울 성북구 00동,. ,  개,  개,00 대, 만원, 440 , 00 ,2억,-선택사항- ,-선택사항-     ,0,20000,0,440,0
1592,서울 동작구 노량진동,575 , 57 개, 57 개,1 대,1억 만원, 800 , 00 ,3억3천만,1호선 노량진역,-선택사항-     ,10000,33000,57,800,0
1593,서울 종로구 00동,400 ,  개,  개,00 대, 만원, 600 , 00 ,3억5천,-선택사항- ,-선택사항-     ,0,35000,0,600,0
1594,서울 영등포구 00동,470 ,  개,  개,00 대,6000 만원, 400 , 사용량에 따라 부과 ,1억3000,-선택사항- ,-선택사항-     ,6000,13000,0,400,0
1595,서울 관악구 00동,330 , 40 개, 0 개,00 대,5000 만원, 400 , 00 ,8000,-선택사항- ,-선택사항-     ,5000,8000,40,400,0
1596,서울 노원구 00동,360 , 42 개, 0 개,00 대,6000 만원, 420 , 00 ,2억3000,-선택사항- ,-선택사항-     ,6000,23000,42,420,0
1597,서울 중구 00동,495 , 51 개, 50 개,있음 대,5000 만원, 600 , 00 ,4억8000,-선택사항- ,-선택사항-     ,5000,48000,51,600,0
1598,서울 영등포구 00동,315 , 40 개, 20 개,00 대,5천 만원, 370 , 30 ,1억6천,-선택사항- ,-선택사항-     ,5000,16000,40,370,30
1599,서울 구로구 00동,280 , 32 개, 20 개,00 대,3천 만원, 280 , 30 ,1억5천,-선택사항- ,-선택사항-     ,3000,15000,32,280,30
1600,서울 동작구 00동,300 , 30 개, 30 개,00 대,4천 만원, 450 , 50 ,2억2천,-선택사항- ,-선택사항-     ,4000,22000,30,450,50
1601,서울 관악구 00동,320 , 38 개,  개,00 대,4천 만원, 420 , 30 ,2억,-선택사항- ,-선택사항-     ,4000,20000,38,420,30
1602,서울 동작구 00동,330 , 32 개, 32 개,00 대,4천 만원, 290 , 00 ,2억8천,-선택사항- ,-선택사항-     ,4000,28000,32,290,0
1603,서울 강북구 00동,80평 ,  개,  개,00 대,3000 만원, 200 , 00 ,18000,-선택사항- ,-선택사항-     ,3000,18000,0,200,0
1604,서울 영등포구 00동,485.96 , 47 개,  개,00 대,5000 만원, 400 , 20만원 ,16000,-선택사항- ,-선택사항-     ,5000,16000,47,400,20
1605,서울 서초구 00동,324 , 40 개, 24 개,00 대,6000 만원, 580 , 00 ,20000,-선택사항- ,-선택사항-     ,6000,20000,40,580,0
1606,서울 구로구 00동,330 , 40 개, 27 개,1 대,4000 만원, 380 , 00 ,17000,-선택사항- ,-선택사항-     ,4000,17000,40,380,0
1607,서울 송파구 00동,330 , 38 개, 28 개,00 대,6000 만원, 430 , 00 ,19500,-선택사항- ,-선택사항-     ,6000,19500,38,430,0
1608,서울 영등포구 00동,330 , 35 개, 29 개,00 대,7000 만원, 380 , 00 ,시설비8000,-선택사항- ,-선택사항-     ,7000,8000,35,380,0
1609,서울 동대문구 00동,. ,  개,  개,00 대,6500 만원, 504 , 25 ,7500,-선택사항- ,-선택사항-     ,6500,7500,0,504,25
1610,서울 송파구 00동,161 , 25 개,  개,00 대,3000 만원, 195 , 00 ,4천,-선택사항- ,-선택사항-     ,3000,4000,25,195,0
1611,서울 동작구 노량진동,450 , 25 개, 25 개,1 대,8천 만원, 280 , 21 ,합2억4천,-선택사항- ,-선택사항-     ,8000,24000,25,280,21
1612,서울 성동구 성동구,440 , 42 개, 42 개,1 대,4천 만원, 470 , 60 ,합3억4천,-선택사항- ,-선택사항-     ,4000,34000,42,470,60
1613,서울 구로구 00동,218 , 40 개,  개,00 대,2000 만원, 240 , 00 ,6천,-선택사항- ,-선택사항-     ,2000,6000,40,240,0
1614,서울 광진구 00동,480 ,  개,  개,00 대,4000 만원, 360 , 사용량에 따라 부과 ,1억1000,-선택사항- ,-선택사항-     ,4000,11000,0,360,0
1615,서울 양천구 00동,310 ,  개,  개,00 대,9000 만원, 360 , 100 ,2억,-선택사항- ,-선택사항-     ,9000,20000,0,360,100
1616,서울 서대문구 신촌,. , 35 개,  개,00 대,4000 만원, 308 , 00 ,1억4300,-선택사항- ,-선택사항-     ,4000,14300,35,308,0
1617,서울 서초구 방배동,410 , 43 개, 43 개,0대 대,5000 만원, 630 , 별도 ,35000,-선택사항- ,-선택사항-     ,5000,35000,43,630,0
1618,서울 서초구 서초동,360 , 27 개, 27 개,0대 대,5000 만원, 420 , 별도 ,29000,-선택사항- ,-선택사항-     ,5000,29000,27,420,0
1619,서울 강남구 방배동,410 , 43 개, 43 개,0대 대,5000 만원, 630 , 별도 ,35000,-선택사항- ,-선택사항-     ,5000,35000,43,630,0
1620,서울 동대문구 청량리동,. ,  개,  개,00 대,5000 만원, 280 , 없음 ,2억6000,-선택사항- ,-선택사항-     ,5000,26000,0,280,0
1621,서울 강남구 00동,340 ,  개,  개,00 대, 만원, 600 , 별도 ,27600,-선택사항- ,-선택사항-     ,0,27600,0,600,0
1622,서울 강남구 00동,340 ,  개,  개,00 대, 만원, 600 , 별도 ,27600,-선택사항- ,-선택사항-     ,0,27600,0,600,0
1623,서울 강남구 역삼동,340 , 28 개, 28 개,0대 대,6000 만원, 600 , 별도 ,27600,-선택사항- ,-선택사항-     ,6000,27600,28,600,0
1624,서울 서초구 방배동,410 , 43 개, 43 개,0대 대,5000 만원, 630 , 별도 ,35000,-선택사항- ,-선택사항-     ,5000,35000,43,630,0
1625,서울 동대문구 이문동,141.47 , 36 개, 36 개,2 대,7천 만원, 410 , 없음 ,2억9천,-선택사항- ,-선택사항-     ,7000,29000,36,410,0
1626,서울 서초구 서초동,360 , 27 개, 27 개,0대 대,5000 만원, 420 , 별도 ,29000,-선택사항- ,-선택사항-     ,5000,29000,27,420,0
1627,서울 동작구 노량진동,122.5 , 39 개, 39 개,X 대,5천 만원, 460 , 없음 ,2억7천,-선택사항- ,-선택사항-     ,5000,27000,39,460,0
1628,서울 영등포구 00동,560 , 45 개,  개,1 대,4천 만원, 500 , 00 ,1억2천,-선택사항- ,-선택사항-     ,4000,12000,45,500,0
1629,서울 강남구 강남구,109평 ,  개,  개,00 대,5천 만원, 390 , 00 ,2억8천,-선택사항- ,-선택사항-     ,5000,28000,0,390,0
1630,서울 강남구 00동,483 , 54 개,  개,00 대, 만원, 1100 , 00 ,5억,-선택사항- ,-선택사항-     ,0,50000,54,1100,0
1631,서울 강남구 삼성동,361 , 31 개, 31 개,2 대,800 만원, 800 , 00 ,2억8천만,9호선 ,-선택사항-     ,800,28000,31,800,0
1632,서울 은평구 00동,450 , 35 개, 35 개,1 대,6천 만원, 480 , 00 ,4억1천,-선택사항- ,-선택사항-     ,6000,41000,35,480,0
1633,서울 영등포구 영등포동,390 , 40 개, 13 개,1 대,2500 만원, 200 , 30 ,합1억8천,-선택사항- ,-선택사항-     ,2500,18000,40,200,30
1634,서울 서초구 서초동,404.23 , 50 개, 27 개,00 대,8천5백 만원, 520 , 별도 ,2억3천,-선택사항- ,-선택사항-     ,8500,23000,50,520,0
1635,"서울 마포구 ,",110평 ,  개,  개,00 대,8000 만원, 277 , 00 ,27000,-선택사항- ,-선택사항-     ,8000,27000,0,277,0
1636,서울 성북구 안암동,423.14 , 38 개, 36 개,00 대,4천 만원, 480 , 없음 ,2억9천,-선택사항- ,-선택사항-     ,4000,29000,38,480,0
1637,서울 중랑구 면목동,300 , 34 개, 원17 개,1 대,5천 만원, 350 , 30 ,합1억2천,-선택사항- ,-선택사항-     ,5000,12000,34,350,30
1638,서울 서대문구 00동,398 , 42 개,  개,00 대, 만원,  600 , 70 ,2억3천,-선택사항- ,-선택사항-     ,0,23000,42,600,70
1639,서울 관악구 신림동,243.46 , 37 개, 12 개,00 대,8000 만원, 363다포 , 00 ,1억5천,-선택사항- ,-선택사항-     ,8000,15000,37,0,0
1640,서울 관악구 00동,434 , 25 개, 25 개,00 대,2억 만원, 370 , 30 ,5억5천,-선택사항- ,-선택사항-     ,20000,55000,25,370,30
1641,서울 동작구 노량진동,176.26 , 15 개, 15 개,00 대,2천 만원, 200 , 00 ,9500,-선택사항- ,-선택사항-     ,2000,9500,15,200,0
1642,서울 중랑구 00동,210 ,  개,  개,00 대,4천 만원, 220 , 00 ,7천,-선택사항- ,-선택사항-     ,4000,7000,0,220,0
1643,서울 구로구 00동,280 , 32 개,  개,00 대,3천 만원, 280 , 30 ,1억5천,-선택사항- ,-선택사항-     ,3000,15000,32,280,30
1644,서울 강서구 00동,310.5 , 34 개,  개,00 대,9000 만원, 369 , 00 ,22000,-선택사항- ,-선택사항-     ,9000,22000,34,369,0
1645,서울 구로구 00동,110 , 55 개,  개,00 대,7000 만원, 500 , 00 ,12000,-선택사항- ,-선택사항-     ,7000,12000,55,500,0
1646,서울 영등포구 00동,110 , 45 개,  개,00 대,5000 만원, 400 , 00 ,13000,-선택사항- ,-선택사항-     ,5000,13000,45,400,0
1647,서울 동작구 00동,100 , 33 개,  개,00 대,9000 만원, 510 , 00 ,20000,-선택사항- ,-선택사항-     ,9000,20000,33,510,0
1648,서울 구로구 00동,320 , 29 개, 29 개,00 대,4천 만원, 300 , 00 ,2억6천,-선택사항- ,-선택사항-     ,4000,26000,29,300,0
1649,서울 영등포구 00동,317 , 39 개,  개,00 대,3천 만원, 230 , 00 ,1억8천,-선택사항- ,-선택사항-     ,3000,18000,39,230,0
1650,서울 구로구 00동,300 , 32 개, 22 개,00 대,3500 만원, 300 , 00 ,1억4500,-선택사항- ,-선택사항-     ,3500,14500,32,300,0
1651,서울 관악구 00동,330 , 36 개, 25 개,00 대,4000 만원, 450 , 00 ,2억,-선택사항- ,-선택사항-     ,4000,20000,36,450,0
1652,서울 중구 00동,500 , 45 개, 44 개,1 대,4000 만원, 450 , 20 ,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20
1653,서울 구로구 00동,330 , 40 개, 27 개,1 대,4000 만원, 380 , 00 ,17000,-선택사항- ,-선택사항-     ,4000,17000,40,380,0
1654,서울 구로구 00동,522.42 , 55 개,  개,00 대,7000 만원, 582 , 사용량에 따라 ,11000,-선택사항- ,-선택사항-     ,7000,11000,55,582,0
1655,서울 송파구 00동,330 , 38 개, 28 개,1 대,6000 만원, 430 , 00 ,19500,-선택사항- ,-선택사항-     ,6000,19500,38,430,0
1656,서울 양천구 목동,310.5 , 34 개, 25 개,5 대,9천 만원, 360 , 100만원 ,2억,-선택사항- ,-선택사항-     ,9000,20000,34,360,100
1657,서울 강남구 00동,400 ,  개,  개,00 대,15000 만원, 1200 , 00 ,35000,-선택사항- ,-선택사항-     ,15000,35000,0,1200,0
1658,서울 영등포구 영등포동,194.19 , 39 개, 38 개,1 대,1억 만원, 665 , 포함 ,1억7천,-선택사항- ,-선택사항-     ,10000,17000,39,665,0
